name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Colombo,2023-11-01,87.9,73.5,80.1,100.2,73.5,84.6,75.7,87.3,1.291,100,20.83,rain,0,0,13.9,9.2,150.5,1011.0,55.2,7.2,179.0,15.6,8,30.0,2023-11-01T05:57:52,2023-11-01T17:50:34,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-02,89.7,77.1,81.7,102.8,77.1,87.1,76.4,85.2,0.793,100,12.5,rain,0,0,11.2,9.2,148.8,1010.1,62.7,7.2,113.6,9.7,5,10.0,2023-11-02T05:58:00,2023-11-02T17:50:23,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-03,87.9,75.3,80.7,100.2,75.3,85.5,76.4,87.4,1.544,100,29.17,rain,0,0,20.8,15.0,213.9,1009.3,66.8,7.6,62.4,5.4,3,30.0,2023-11-03T05:58:09,2023-11-03T17:50:13,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-04,87.9,75.3,80.8,102.7,75.3,85.1,76.0,86.3,1.428,100,20.83,rain,0,0,16.8,8.9,187.3,1009.7,58.7,8.0,185.0,16.0,8,30.0,2023-11-04T05:58:19,2023-11-04T17:50:03,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-05,87.9,75.3,80.5,98.7,75.3,84.5,75.9,86.8,0.663,100,12.5,rain,0,0,14.5,10.3,67.8,1010.7,56.4,7.2,187.8,16.3,8,10.0,2023-11-05T05:58:29,2023-11-05T17:49:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-06,89.7,75.0,80.0,102.8,75.0,83.8,75.6,87.3,4.384,100,20.83,rain,0,0,13.6,7.8,28.9,1011.5,58.6,8.2,181.6,15.6,7,30.0,2023-11-06T05:58:40,2023-11-06T17:49:48,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-07,89.7,73.4,79.2,102.7,73.4,82.7,75.1,88.3,2.446,100,16.67,rain,0,0,13.9,6.9,49.1,1011.4,59.4,7.8,217.2,18.8,8,30.0,2023-11-07T05:58:52,2023-11-07T17:49:41,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-08,89.7,74.6,80.4,102.8,74.6,85.1,75.4,85.9,1.12,100,16.67,rain,0,0,13.2,12.8,138.3,1010.9,50.4,7.1,223.0,19.3,8,30.0,2023-11-08T05:59:04,2023-11-08T17:49:36,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-09,86.5,75.3,80.3,97.4,75.3,85.0,76.1,87.5,2.677,100,20.83,rain,0,0,14.8,15.0,57.5,1011.7,62.7,7.2,173.3,15.0,7,30.0,2023-11-09T05:59:18,2023-11-09T17:49:32,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-10,87.9,75.3,81.0,100.2,75.3,86.0,75.6,84.7,0.249,100,12.5,rain,0,0,13.6,8.1,242.1,1012.1,52.5,7.8,171.7,14.7,8,30.0,2023-11-10T05:59:32,2023-11-10T17:49:28,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-11,89.7,75.3,81.9,102.8,75.3,88.0,76.2,84.0,0.943,100,16.67,rain,0,0,12.8,11.4,228.1,1011.7,46.1,7.8,222.9,19.2,8,30.0,2023-11-11T05:59:46,2023-11-11T17:49:26,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-12,87.9,75.3,80.3,102.7,75.3,84.2,76.9,89.8,1.171,100,25.0,rain,0,0,15.2,12.8,44.1,1011.6,65.7,7.9,133.3,11.7,6,30.0,2023-11-12T06:00:02,2023-11-12T17:49:24,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-13,87.9,75.3,80.6,100.2,75.3,85.0,76.4,87.9,0.32,100,25.0,rain,0,0,18.8,9.2,46.1,1011.2,60.4,7.3,125.0,10.7,4,10.0,2023-11-13T06:00:18,2023-11-13T17:49:24,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-14,86.1,77.1,81.2,97.4,77.1,87.0,77.4,88.7,0.729,100,12.5,rain,0,0,24.2,6.9,357.3,1010.7,56.9,7.2,85.1,7.4,3,30.0,2023-11-14T06:00:35,2023-11-14T17:49:24,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-15,86.4,77.1,81.1,99.7,77.1,87.0,77.4,89.0,0.276,100,16.67,rain,0,0,20.8,8.1,326.8,1010.8,59.7,7.2,181.0,15.6,8,30.0,2023-11-15T06:00:52,2023-11-15T17:49:26,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-16,89.8,77.1,82.8,105.4,77.1,90.1,77.1,83.8,0.035,100,8.33,rain,0,0,16.1,5.8,352.7,1011.2,47.8,7.2,208.6,18.0,8,30.0,2023-11-16T06:01:11,2023-11-16T17:49:28,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-17,89.7,78.9,82.4,105.4,78.9,90.0,78.3,87.8,0.351,100,8.33,rain,0,0,14.5,10.3,227.3,1011.4,61.2,7.8,179.9,15.7,8,30.0,2023-11-17T06:01:30,2023-11-17T17:49:32,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-18,88.0,77.1,81.9,102.7,77.1,88.1,77.7,87.8,2.892,100,29.17,rain,0,0,14.8,11.4,217.2,1010.8,60.8,8.4,191.1,16.5,7,30.0,2023-11-18T06:01:49,2023-11-18T17:49:36,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-19,87.9,75.3,79.7,100.2,75.3,83.8,76.5,90.5,1.567,100,20.83,rain,0,0,13.4,13.9,197.7,1011.1,55.3,7.6,88.1,7.5,4,10.0,2023-11-19T06:02:10,2023-11-19T17:49:42,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-20,89.7,75.2,80.9,105.4,75.2,86.7,76.6,87.5,2.173,100,12.5,rain,0,0,14.1,13.9,32.4,1010.8,60.1,7.8,185.1,16.0,7,30.0,2023-11-20T06:02:31,2023-11-20T17:49:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-21,89.7,75.3,81.9,105.4,75.3,87.6,76.7,85.2,2.921,100,16.67,rain,0,0,14.5,8.1,188.8,1010.2,56.2,8.4,219.9,18.9,8,30.0,2023-11-21T06:02:53,2023-11-21T17:49:56,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-22,87.9,75.3,80.6,102.7,75.3,85.6,76.6,88.5,2.452,100,33.33,rain,0,0,15.7,9.2,202.5,1010.2,75.8,7.4,139.2,11.9,6,10.0,2023-11-22T06:03:15,2023-11-22T17:50:04,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-23,87.9,76.7,81.4,100.2,76.7,87.6,76.8,86.3,0.425,100,16.67,rain,0,0,10.1,5.8,38.2,1009.5,69.6,7.8,102.4,8.7,4,30.0,2023-11-23T06:03:38,2023-11-23T17:50:14,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-24,87.9,77.1,82.1,105.5,77.1,88.7,77.2,86.0,0.142,100,8.33,rain,0,0,13.2,8.1,214.7,1009.1,60.3,7.7,234.8,20.3,8,10.0,2023-11-24T06:04:01,2023-11-24T17:50:24,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-25,87.9,75.3,80.5,100.2,75.3,85.0,75.7,86.2,1.422,100,8.33,rain,0,0,12.8,6.9,318.7,1009.9,46.8,8.3,238.5,20.4,8,10.0,2023-11-25T06:04:25,2023-11-25T17:50:35,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-26,89.7,73.5,81.0,102.8,73.5,85.9,75.3,84.0,0.201,100,4.17,rain,0,0,13.2,9.2,85.5,1010.4,38.8,7.5,239.9,20.5,9,10.0,2023-11-26T06:04:50,2023-11-26T17:50:48,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-27,89.7,75.3,82.1,101.6,75.3,88.4,76.6,84.5,0.164,100,8.33,rain,0,0,15.2,9.2,87.7,1009.1,50.4,8.0,225.7,19.5,9,30.0,2023-11-27T06:05:15,2023-11-27T17:51:01,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-28,87.9,75.3,80.4,98.0,75.3,84.6,76.5,88.6,2.915,100,25.0,rain,0,0,13.9,8.1,73.5,1008.8,66.5,7.9,129.9,11.3,5,30.0,2023-11-28T06:05:41,2023-11-28T17:51:15,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-29,87.9,75.3,79.9,100.2,75.3,84.1,75.7,88.1,2.525,100,16.67,rain,0,0,13.9,10.3,73.5,1008.8,63.6,7.4,168.9,14.6,7,30.0,2023-11-29T06:06:07,2023-11-29T17:51:30,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-11-30,89.7,75.3,80.3,105.4,75.3,84.3,76.1,87.7,0.055,100,8.33,rain,0,0,18.8,9.2,29.2,1009.3,43.7,7.6,208.9,17.9,8,30.0,2023-11-30T06:06:34,2023-11-30T17:51:46,0.59,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-01,86.1,75.3,79.3,97.4,75.3,82.3,75.8,89.5,0.156,100,20.83,rain,0,0,20.6,11.9,21.3,1009.1,60.1,8.2,106.4,9.1,5,30.0,2023-12-01T06:07:01,2023-12-01T17:52:03,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-02,86.1,77.1,81.0,97.4,77.1,86.4,76.5,86.6,0.048,100,16.67,rain,0,0,19.0,9.2,8.5,1008.2,72.5,7.5,79.8,6.7,4,30.0,2023-12-02T06:07:29,2023-12-02T17:52:21,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-03,88.0,77.1,82.6,101.0,77.1,89.9,77.1,84.0,0.057,100,8.33,rain,0,0,20.6,8.1,245.9,1008.3,60.1,7.7,178.9,15.4,7,30.0,2023-12-03T06:07:57,2023-12-03T17:52:39,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-04,82.5,77.1,79.7,92.7,77.1,82.5,76.8,91.2,2.306,100,37.5,rain,0,0,19.5,12.5,187.3,1008.4,75.3,6.8,104.7,8.9,6,30.0,2023-12-04T06:08:25,2023-12-04T17:52:59,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-05,86.1,77.1,81.5,99.7,77.1,87.9,77.5,88.1,1.223,100,33.33,rain,0,0,22.4,11.4,207.9,1008.4,74.0,7.7,175.5,15.0,7,30.0,2023-12-05T06:08:54,2023-12-05T17:53:19,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-06,86.1,77.1,81.1,99.7,77.1,87.0,77.9,90.3,2.33,100,25.0,rain,0,0,17.4,12.8,191.0,1009.8,59.8,8.0,188.8,16.3,8,30.0,2023-12-06T06:09:23,2023-12-06T17:53:40,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-07,89.7,75.3,82.6,105.5,75.3,90.2,77.4,85.3,0.045,100,8.33,rain,0,0,16.3,8.1,214.4,1009.9,51.2,8.0,211.8,18.3,8,30.0,2023-12-07T06:09:53,2023-12-07T17:54:01,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-08,87.9,77.1,81.6,101.2,77.1,86.7,77.2,87.1,2.897,100,29.17,rain,0,0,13.2,6.9,147.6,1010.7,69.8,7.6,167.7,14.5,8,30.0,2023-12-08T06:10:22,2023-12-08T17:54:24,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-09,89.7,75.3,81.3,102.8,75.3,87.5,77.0,87.6,0.295,100,16.67,rain,0,0,12.8,5.8,33.1,1011.1,51.2,7.6,139.2,12.0,7,30.0,2023-12-09T06:10:52,2023-12-09T17:54:47,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-10,91.5,75.3,80.2,105.3,75.3,84.6,76.3,88.5,1.122,100,16.67,rain,0,0,13.9,11.4,63.8,1010.3,53.9,7.3,171.3,14.8,8,30.0,2023-12-10T06:11:22,2023-12-10T17:55:11,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-11,89.7,75.3,80.8,102.8,75.3,86.0,76.0,85.8,1.037,100,8.33,rain,0,0,14.1,8.1,30.0,1010.4,64.9,7.8,202.9,17.5,8,30.0,2023-12-11T06:11:52,2023-12-11T17:55:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-12,88.3,75.8,80.8,98.0,75.8,84.2,75.2,84.0,1.131,100,16.67,rain,0,0,15.4,11.4,58.5,1009.9,57.2,7.8,201.9,17.4,8,10.0,2023-12-12T06:12:23,2023-12-12T17:56:00,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-13,89.7,75.3,81.7,98.4,75.3,85.2,73.6,78.1,0.012,100,4.17,rain,0,0,22.4,16.1,41.6,1009.6,33.3,7.7,216.9,18.6,8,30.0,2023-12-13T06:12:53,2023-12-13T17:56:26,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-14,84.3,77.1,80.0,94.4,77.1,83.5,74.9,84.7,0.345,100,12.5,rain,0,0,28.9,16.3,29.0,1010.8,48.1,7.8,130.4,11.1,5,30.0,2023-12-14T06:13:24,2023-12-14T17:56:52,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-15,86.1,76.7,79.2,97.4,76.7,81.5,75.8,89.7,1.887,100,29.17,rain,0,0,22.4,15.0,40.3,1010.6,71.4,7.6,97.9,8.4,4,10.0,2023-12-15T06:13:54,2023-12-15T17:57:19,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-16,86.1,75.3,79.1,99.7,75.3,82.1,76.3,91.5,1.543,100,29.17,rain,0,0,23.7,11.2,43.0,1009.9,70.8,7.1,70.6,6.1,3,10.0,2023-12-16T06:14:25,2023-12-16T17:57:46,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-17,89.7,75.3,80.9,103.5,75.3,85.9,76.1,86.0,0.54,100,16.67,rain,0,0,19.0,16.1,140.8,1009.1,56.3,7.3,190.5,16.4,8,30.0,2023-12-17T06:14:55,2023-12-17T17:58:14,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-18,89.7,77.1,80.7,102.8,77.1,85.1,76.3,87.2,0.815,100,20.83,rain,0,0,16.6,8.1,36.0,1010.6,57.6,7.9,201.4,17.4,8,10.0,2023-12-18T06:15:26,2023-12-18T17:58:42,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-19,89.2,75.3,81.0,99.3,75.3,85.9,75.8,85.1,0.142,100,16.67,rain,0,0,19.9,8.3,41.8,1010.8,61.9,8.5,167.4,14.4,8,30.0,2023-12-19T06:15:56,2023-12-19T17:59:11,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-20,89.7,77.1,81.5,100.5,77.1,86.9,76.5,85.5,0.256,100,12.5,rain,0,0,19.9,10.3,39.4,1010.6,57.8,7.7,191.9,16.5,8,30.0,2023-12-20T06:16:27,2023-12-20T17:59:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-21,89.7,75.5,82.3,102.2,75.5,87.7,75.8,82.0,0.743,100,4.17,rain,0,0,31.3,9.2,38.1,1010.5,43.6,7.6,235.3,20.3,8,30.0,2023-12-21T06:16:57,2023-12-21T18:00:09,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-22,91.5,76.5,83.1,100.5,76.5,87.8,73.9,75.5,0.001,0,0.0,rain,0,0,39.4,15.0,37.5,1010.9,41.1,8.0,221.5,19.0,9,30.0,2023-12-22T06:17:27,2023-12-22T18:00:39,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-23,91.5,75.3,82.8,99.5,75.3,87.0,72.3,72.6,0.0,0,0.0,,0,0,31.3,10.3,37.6,1011.9,57.0,8.0,227.7,19.7,8,30.0,2023-12-23T06:17:56,2023-12-23T18:01:09,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-24,89.9,77.1,82.0,98.4,77.1,86.3,74.2,78.7,0.036,100,4.17,rain,0,0,37.8,12.8,43.1,1012.7,54.3,7.7,203.7,17.5,8,30.0,2023-12-24T06:18:26,2023-12-24T18:01:39,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-25,91.5,75.3,82.9,98.9,75.3,86.7,73.1,74.5,0.0,0,0.0,,0,0,17.7,18.3,52.0,1011.6,31.7,6.2,233.8,20.2,8,30.0,2023-12-25T06:18:55,2023-12-25T18:02:10,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43450099999
Colombo,2023-12-26,91.5,73.5,81.8,100.8,73.5,86.3,72.8,75.4,0.0,0,0.0,,0,0,23.7,17.2,43.3,1011.3,47.3,6.2,233.3,20.1,8,30.0,2023-12-26T06:19:23,2023-12-26T18:02:40,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,43450099999
Colombo,2023-12-27,89.9,77.1,82.6,100.7,77.1,88.8,75.8,80.6,0.0,0,0.0,,0,0,32.7,16.1,35.6,1011.2,58.7,8.2,218.8,18.9,8,60.0,2023-12-27T06:19:52,2023-12-27T18:03:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-28,87.6,77.1,81.6,99.2,77.1,86.8,76.6,85.5,0.399,100,20.83,rain,0,0,20.4,11.4,46.2,1010.6,72.5,8.0,184.7,15.9,7,30.0,2023-12-28T06:20:20,2023-12-28T18:03:42,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-29,86.1,77.1,80.4,96.4,77.1,84.5,75.8,86.3,0.093,100,16.67,rain,0,0,16.6,12.8,49.4,1011.4,72.1,7.4,183.4,15.7,8,30.0,2023-12-29T06:20:48,2023-12-29T18:04:13,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-30,89.7,76.7,82.1,101.6,76.7,87.1,75.3,80.9,1.384,100,20.83,rain,0,0,22.1,13.9,45.2,1010.7,54.7,8.0,207.2,17.9,8,10.0,2023-12-30T06:21:15,2023-12-30T18:04:44,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2023-12-31,89.7,75.8,82.0,98.4,75.8,86.6,75.0,80.7,0.3,100,8.33,rain,0,0,41.2,16.1,45.2,1010.9,51.8,7.6,228.5,19.8,8,30.0,2023-12-31T06:21:41,2023-12-31T18:05:15,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"AVHP,43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-01,84.3,75.3,78.9,94.4,75.3,81.1,74.9,88.1,0.644,100,20.83,rain,0,0,26.6,13.9,35.9,1012.2,71.2,6.7,141.0,12.3,6,30.0,2024-01-01T06:22:07,2024-01-01T18:05:46,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-02,89.1,75.3,80.8,102.7,75.3,85.5,75.3,84.0,0.228,100,12.5,rain,0,0,19.5,12.8,48.3,1010.4,69.7,6.9,174.3,15.1,7,30.0,2024-01-02T06:22:33,2024-01-02T18:06:17,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-03,92.0,77.1,82.8,102.1,77.1,88.4,75.1,79.0,0.001,0,0.0,rain,0,0,15.2,10.3,32.5,1010.4,44.8,7.6,239.6,20.9,8,60.0,2024-01-03T06:22:58,2024-01-03T18:06:48,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-04,89.7,75.3,82.4,102.8,75.3,88.5,75.5,80.5,0.002,0,0.0,rain,0,0,12.3,8.1,18.6,1010.8,41.5,7.6,236.1,20.4,8,30.0,2024-01-04T06:23:23,2024-01-04T18:07:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-05,91.5,75.3,82.7,105.3,75.3,89.4,76.2,81.6,0.003,0,0.0,rain,0,0,16.8,8.1,13.0,1010.7,38.5,8.0,244.2,21.0,9,60.0,2024-01-05T06:23:46,2024-01-05T18:07:50,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-06,87.9,77.1,81.2,98.0,77.1,85.3,75.9,84.7,0.237,100,12.5,rain,0,0,12.3,7.7,26.1,1010.7,59.3,7.7,212.8,18.4,8,30.0,2024-01-06T06:24:09,2024-01-06T18:08:20,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-07,88.1,75.3,81.2,102.7,75.3,86.1,76.4,86.2,2.255,100,25.0,rain,0,0,15.4,6.9,21.2,1010.9,63.6,7.5,218.1,19.0,8,10.0,2024-01-07T06:24:32,2024-01-07T18:08:51,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-08,86.1,75.3,80.0,97.4,75.3,84.2,76.2,88.7,0.015,0,4.17,rain,0,0,12.8,5.8,62.9,1011.2,56.4,7.8,148.6,12.8,6,10.0,2024-01-08T06:24:54,2024-01-08T18:09:21,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-09,86.5,75.3,79.5,95.7,75.3,82.0,75.2,87.3,0.206,100,25.0,rain,0,0,23.9,12.8,51.8,1010.6,74.7,7.9,111.1,9.6,5,10.0,2024-01-09T06:25:15,2024-01-09T18:09:51,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-10,82.9,75.3,79.6,92.7,75.3,82.8,75.2,86.6,0.008,0,4.17,rain,0,0,21.3,10.3,41.4,1010.2,68.3,7.9,100.0,8.7,5,10.0,2024-01-10T06:25:35,2024-01-10T18:10:20,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
Colombo,2024-01-11,87.9,75.3,80.8,99.4,75.3,85.3,74.4,81.6,0.668,100,8.33,rain,0,0,22.6,13.9,42.6,1010.8,59.3,7.6,113.5,9.7,5,30.0,2024-01-11T06:25:54,2024-01-11T18:10:49,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
